product_id,product_name,$price,$url,$image,category,price_range,rider_gender,frame_size,frame,fork,wheels_type,tires,shifters,front_derailleur,rear_derailleur,crank,cassette,pedals,saddle,seat_post,handlebars,stem,headset,brakeset
Madone 6.9 Pro Red-56,Madone 6.9 Pro Red," $9,129.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69prored/,http://www.trekbikes.com/images/bikes/2009/medium/madone69prored_whiteblue.jpg,road,"5,001 - 10,000",Male,56,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Aeolus 5.0, carbon Astana Edition","Bontrager Race X Lite AC, 700x23c, folding",SRAM Red,SRAM Red,SRAM Red,SRAM Red 53/39,"SRAM OpenGlide 1090 11-26, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",SRAM Red
Madone 6.9 Pro Red-58,Madone 6.9 Pro Red," $9,129.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69prored/,http://www.trekbikes.com/images/bikes/2009/medium/madone69prored_whiteblue.jpg,road,"5,001 - 10,000",Male,58,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Aeolus 5.0, carbon Astana Edition","Bontrager Race X Lite AC, 700x23c, folding",SRAM Red,SRAM Red,SRAM Red,SRAM Red 53/39,"SRAM OpenGlide 1090 11-26, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",SRAM Red
Madone 6.9 Pro Red-60,Madone 6.9 Pro Red," $9,129.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69prored/,http://www.trekbikes.com/images/bikes/2009/medium/madone69prored_whiteblue.jpg,road,"5,001 - 10,000",Male,60,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Aeolus 5.0, carbon Astana Edition","Bontrager Race X Lite AC, 700x23c, folding",SRAM Red,SRAM Red,SRAM Red,SRAM Red 53/39,"SRAM OpenGlide 1090 11-26, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",SRAM Red
Madone 6.9 Pro Red-62,Madone 6.9 Pro Red," $9,129.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69prored/,http://www.trekbikes.com/images/bikes/2009/medium/madone69prored_whiteblue.jpg,road,"5,001 - 10,000",Male,62,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Aeolus 5.0, carbon Astana Edition","Bontrager Race X Lite AC, 700x23c, folding",SRAM Red,SRAM Red,SRAM Red,SRAM Red 53/39,"SRAM OpenGlide 1090 11-26, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",SRAM Red
Madone 6.5 Pro-50,Madone 6.5 Pro," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone65pro_whitered.jpg,road,"5,001 - 10,000",Male,50,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5 Pro-52,Madone 6.5 Pro," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone65pro_whitered.jpg,road,"5,001 - 10,000",Male,52,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5 Pro-54,Madone 6.5 Pro," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone65pro_whitered.jpg,road,"5,001 - 10,000",Male,54,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5 Pro-56,Madone 6.5 Pro," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone65pro_whitered.jpg,road,"5,001 - 10,000",Male,56,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5 Pro-58,Madone 6.5 Pro," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone65pro_whitered.jpg,road,"5,001 - 10,000",Male,58,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5 Pro-60,Madone 6.5 Pro," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone65pro_whitered.jpg,road,"5,001 - 10,000",Male,60,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5 Pro-62,Madone 6.5 Pro," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone65pro_whitered.jpg,road,"5,001 - 10,000",Male,62,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 5.5 Pro-50,Madone 5.5 Pro," $4,619.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone55pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone55pro_silverblue.jpg,road,"3,001 - 5,000",Male,50,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","SRAM Force, 10 speed",SRAM Force,SRAM Force,SRAM Force 53/39,"SRAM OpenGlide 1070 11-26, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Bontrager Speed Limit
Madone 5.5 Pro-52,Madone 5.5 Pro," $4,619.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone55pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone55pro_silverblue.jpg,road,"3,001 - 5,000",Male,52,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","SRAM Force, 10 speed",SRAM Force,SRAM Force,SRAM Force 53/39,"SRAM OpenGlide 1070 11-26, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Bontrager Speed Limit
Madone 5.5 Pro-54,Madone 5.5 Pro," $4,619.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone55pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone55pro_silverblue.jpg,road,"3,001 - 5,000",Male,54,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","SRAM Force, 10 speed",SRAM Force,SRAM Force,SRAM Force 53/39,"SRAM OpenGlide 1070 11-26, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Bontrager Speed Limit
Madone 5.5 Pro-56,Madone 5.5 Pro," $4,619.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone55pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone55pro_silverblue.jpg,road,"3,001 - 5,000",Male,56,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","SRAM Force, 10 speed",SRAM Force,SRAM Force,SRAM Force 53/39,"SRAM OpenGlide 1070 11-26, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Bontrager Speed Limit
Madone 5.5 Pro-58,Madone 5.5 Pro," $4,619.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone55pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone55pro_silverblue.jpg,road,"3,001 - 5,000",Male,58,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","SRAM Force, 10 speed",SRAM Force,SRAM Force,SRAM Force 53/39,"SRAM OpenGlide 1070 11-26, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Bontrager Speed Limit
Madone 5.5 Pro-60,Madone 5.5 Pro," $4,619.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone55pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone55pro_silverblue.jpg,road,"3,001 - 5,000",Male,60,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","SRAM Force, 10 speed",SRAM Force,SRAM Force,SRAM Force 53/39,"SRAM OpenGlide 1070 11-26, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Bontrager Speed Limit
Madone 5.5 Pro-62,Madone 5.5 Pro," $4,619.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone55pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone55pro_silverblue.jpg,road,"3,001 - 5,000",Male,62,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","SRAM Force, 10 speed",SRAM Force,SRAM Force,SRAM Force 53/39,"SRAM OpenGlide 1070 11-26, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Bontrager Speed Limit
Madone 5.2 Pro-50,Madone 5.2 Pro," $4,069.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone52pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone52pro_platinumblack.jpg,road,"3,001 - 5,000",Male,50,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Ultegra SL STI, 10 speed",Shimano Ultegra SL,Shimano Ultegra SL,Shimano Ultegra SL 53/39,"Shimano 105 11-25, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Ultegra SL w/Shimano Ultegra SL STI levers
Madone 5.2 Pro-52,Madone 5.2 Pro," $4,069.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone52pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone52pro_platinumblack.jpg,road,"3,001 - 5,000",Male,52,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Ultegra SL STI, 10 speed",Shimano Ultegra SL,Shimano Ultegra SL,Shimano Ultegra SL 53/39,"Shimano 105 11-25, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Ultegra SL w/Shimano Ultegra SL STI levers
Madone 5.2 Pro-54,Madone 5.2 Pro," $4,069.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone52pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone52pro_platinumblack.jpg,road,"3,001 - 5,000",Male,54,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Ultegra SL STI, 10 speed",Shimano Ultegra SL,Shimano Ultegra SL,Shimano Ultegra SL 53/39,"Shimano 105 11-25, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Ultegra SL w/Shimano Ultegra SL STI levers
